title,vote_average
The Incredible Shrinking Woman,5.0
Katie Tippel,6.6
Jabberwocky,5.8
Funny Girl,6.9
Circus of Horrors,5.5
Breathless,7.7
The Beastmaster,6.0
Midway,6.3
MacArthur,6.4
The Young Lions,6.4
Subway,6.3
"Now, Voyager",7.1
Little Women,6.0
Halls of Montezuma,5.6
Guadalcanal Diary,6.0
Anzio,5.5
The Cheap Detective,6.6
Everybody's Famous!,6.4
The Last Wave,6.8
That Obscure Object of Desire,7.5
The Toy,5.7
Funeral in Berlin,6.1
Don't Go in the House,6.0
Dressed to Kill,6.8
The Earthling,7.3
The Exterminator,6.1
The Falls,8.0
Fame,6.0
Fatso,4.6
The Aviator's Wife,7.2
The Final Countdown,6.1
The First Deadly Sin,5.3
Flash Gordon,6.1
The Angry Red Planet,5.7
At the Earth's Core,5.4
Empire of the Ants,4.6
The Enforcer,6.7
An Eye for an Eye,5.5
The Gauntlet,6.6
I Bury the Living,5.9
Invasion U.S.A.,5.3
Lone Wolf McQuade,5.5
Lord of the Flies,6.5
Morons from Outer Space,4.8
The People That Time Forgot,5.4
Ocean's Eleven,6.6
The Sicilian,5.0
The Stunt Man,7.0
Sudden Impact,6.5
Behind Enemy Lines,6.0
The Affair of the Necklace,6.0
The Independent,5.8
Porn Star: The Legend of Ron Jeremy,6.0
Texas Rangers,5.4
Ocean's Eleven,7.2
Baran,7.6
The Business of Strangers,5.7
The Incredible Shrinking Man,7.3
No Man's Land,7.4
Piñero,7.0
And Then There Were None,6.7
The Blue Angel,7.4
Moscow on the Hudson,6.3
The Owl and the Pussycat,6.6
Amélie,7.8
Not Another Teen Movie,5.5
Vanilla Sky,6.5
Iris,6.2
Kandahar,6.0
Lantana,6.4
The Royal Tenenbaums,7.4
Bill & Ted's Bogus Journey,5.9
Clockwise,6.3
The Crawling Eye,4.7
The Holcroft Covenant,5.2
Morgan: A Suitable Case for Treatment,5.7
Sheena,5.0
Silent Rage,5.0
Spacehunter: Adventures in the Forbidden Zone,5.1
White Water Summer,6.1
How High,6.4
Jimmy Neutron: Boy Genius,5.6
Joe Somebody,5.5
Kate & Leopold,6.0
The Lord of the Rings: The Fellowship of the Ring,8.0
The Majestic,6.6
A Beautiful Mind,7.7
Little Otik,7.2
The Convent,5.4
The Defiant Ones,6.9
Dodsworth,6.9
Medium Cool,7.0
Sahara,7.3
Fritz the Cat,6.2
The Nine Lives of Fritz the Cat,4.4
The Party,7.3
Separate Tables,6.3
Sex and Zen,5.8
Topkapi,6.1
Witness for the Prosecution,8.1
Ali,6.7
Black Hawk Down,7.2
Charlotte Gray,6.1
Yentl,6.2
Gosford Park,6.8
I Am Sam,7.2
Monster's Ball,6.6
The Shipping News,6.4
The Big Heat,7.9
Motorama,6.2
Queen Bee,5.9
Silent Trigger,5.0
Murder by Death,7.4
The Servant,7.3
The Waterdance,6.8
Come Undone,6.1
Orange County,6.0
Brotherhood of the Wolf,6.6
Another 48 Hrs.,5.8
What Time Is It There?,7.5
China Moon,5.4
The Umbrella Woman,5.5
Maria's Lovers,5.3
Romantic Comedy,5.0
The Russia House,6.3
Truly Madly Deeply,6.6
Wuthering Heights,7.0
California Suite,6.0
The Long Gray Line,6.7
The Flight of Dragons,7.0
Dragonslayer,6.5
Conan the Destroyer,5.8
Fire and Ice,6.2
Forbidden Zone,7.3
The Formula,6.0
Foxes,5.7
Galaxina,3.3
Impostor,6.1
Kung Pow: Enter the Fist,6.0
Snow Dogs,5.3
48 Hrs.,6.5
The Farewell,5.0
Italian for Beginners,6.5
Time of Favor,7.5
Blankman,4.9
Brainstorm,6.3
Dragon: The Bruce Lee Story,6.8
The Enigma of Kaspar Hauser,7.5
4 for Texas,4.6
Heart of Glass,6.5
Little Dieter Needs to Fly,7.8
M*A*S*H,6.9
Mrs. Soffel,6.3
Seconds,7.1
One-Eyed Jacks,6.2
The Count of Monte Cristo,7.3
The Mothman Prophecies,6.1
A Walk to Remember,7.5
American Adobo,5.3
Beijing Bicycle,6.7
Hey Happy,3.4
Maelström,6.3
Metropolis,6.8
The Son's Room,6.3
Storytelling,6.4
Waydowntown,6.0
The Adventures of Huck Finn,6.2
Cousins,5.1
Falling in Love,6.4
Young at Heart,5.9
Slackers,5.4
Birthday Girl,6.1
A Rumor of Angels,6.5
Rare Birds,5.4
Caged Heat,5.1
Carmen Jones,6.8
The Five Heartbeats,7.9
Get Out Your Handkerchiefs,6.9
Going Places,7.1
Honky Tonk Freeway,0.0
The Hunchback of Notre Dame,6.9
The Magnificent One,7.2
Big Fat Liar,5.6
Collateral Damage,5.5
Rollerball,3.4
"Scotland, Pa.",5.9
Baby's Day Out,5.8
Bright Eyes,6.3
Dimples,6.4
Heidi,7.2
The Man Who Loved Women,4.4
Richard Pryor: Here and Now,7.2
Rookie of the Year,5.8
The Sandlot,7.1
Cows,5.2
Don't Look Now,7.1
Crossroads,4.7
Hart's War,5.9
John Q,7.0
Return to Never Land,6.1
Super Troopers,6.6
The Good Son,6.2
Last Orders,6.0
After the Fox,5.8
The Bad and the Beautiful,7.4
Cast a Giant Shadow,5.9
Designing Woman,5.1
Funny Lady,5.1
The Heartbreak Kid,6.8
Saturday Night and Sunday Morning,6.9
Sleuth,7.5
Stroszek,7.0
Summer of '42,6.5
A Touch of Class,6.0
Town Without Pity,6.3
Used Cars,6.3
The Deadly Mantis,5.3
Dragonfly,6.2
Queen of the Damned,5.5
Big Bad Love,6.5
Green Dragon,5.5
How to Kill Your Neighbor's Dog,6.5
The Last Man,4.5
Maryam,8.0
Mean Machine,6.1
Monsoon Wedding,6.8
Wendigo,5.0
Scratch,7.8
State Property,4.4
The Bad News Bears,7.0
The Bad News Bears Go to Japan,5.5
The Bad News Bears in Breaking Training,6.0
The Firemen's Ball,7.1
The Lone Ranger,6.1
The Lone Ranger and the Lost City of Gold,6.3
Loves of a Blonde,6.8
Vampire Hunter D: Bloodlust,7.0
Wild Strawberries,7.9
Black Like Me,0.0
Cattle Queen of Montana,4.3
Under the Skin,7.6
40 Days and 40 Nights,5.2
We Were Soldiers,6.7
Trouble Every Day,5.9
The Arena,6.0
The Big Bird Cage,5.9
The Big Doll House,6.0
The Church,5.8
Cross Creek,6.5
FernGully: The Last Rainforest,6.1
Hell of the Living Dead,5.4
Intersection,5.1
"Jo Jo Dancer, Your Life Is Calling",6.8
StageFright: Aquarius,6.3
A Troll in Central Park,4.4
Zombie Flesh Eaters,6.4
The Amazing Quest of Ernest Bliss,6.8
My Favorite Brunette,6.6
Royal Wedding,6.3
Scarlet Street,7.7
All About the Benjamins,5.9
The Time Machine,5.8
Full Frontal,4.8
Divorcing Jack,6.7
The Field,7.0
Hidden Agenda,6.6
The Magnificent Ambersons,7.5
Fun,5.7
Gloria,7.2
The Great Rock 'n' Roll Swindle,6.7
Hangar 18,5.1
Hawk the Slayer,4.5
He Knows You're Alone,5.3
Heaven's Gate,6.5
Hero at Large,6.4
Honeysuckle Rose,6.2
Hopscotch,6.7
How to Beat the High Co$t of Living,5.8
Humanoids from the Deep,5.9
Inside Moves,6.2
The Island,5.2
The Jazz Singer,5.9
Who's Singin' Over There?,8.0
Zombie Lake,3.2
Lion of the Desert,7.5
Little Darlings,6.6
The Long Good Friday,7.1
The Long Riders,6.6
The Man Who Saw Tomorrow,6.4
Eaten Alive!,4.9
Mon Oncle d'Amérique,7.4
The Monster Club,5.5
Death Watch,6.0
Motel Hell,6.1
Mother's Day,5.4
The Mountain Men,5.6
The Ninth Configuration,7.1
Burial Ground,5.3
The Nude Bomb,5.1
The Octagon,4.4
"Oh, God! Book II",4.9
"Oh, God!",6.3
Oh Heavenly Dog,5.6
"Pepi, Luci, Bom",6.7
Super Fuzz,6.5
Ice Age,7.1
Resident Evil,6.4
Showtime,5.3
Harrison's Flowers,6.6
Kissing Jessica Stein,5.9
Pauline & Paulette,7.3
Promises,7.6
Y Tu Mamá También,7.3
All the Right Moves,5.5
Barabbas,6.8
The Ghost Breakers,7.1
I Think I Do,4.7
The Paleface,6.0
Road to Morocco,7.4
Road to Singapore,6.7
Road to Utopia,6.5
Road to Zanzibar,5.8
Split Second,5.8
A Tale of Springtime,7.4
Taps,6.5
Return of the Secaucus Seven,5.4
Rude Boy,4.9
Running Scared,5.0
Seems Like Old Times,6.3
Serial,7.2
The Young Master,7.0
Shogun Assassin,6.9
Simon,6.7
Smokey and the Bandit II,5.1
Smokey and the Bandit,6.8
Smokey and the Bandit Part 3,4.4
Spetters,6.0
Stir Crazy,6.7
Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,6.2
Teheran '43,6.9
Tender Cousins,6.2
Blade II,6.3
Sorority Boys,4.6
Stolen Summer,6.4
In The Winter Dark,6.5
George Washington,6.4
Homicidal,5.4
The Light at the Edge of the World,6.5
Mr. Sardonicus,5.4
Strait-Jacket,6.3
Clockstoppers,4.9
Death to Smoochy,5.9
Panic Room,6.6
The Rookie,6.5
No Such Thing,5.7
The Piano Teacher,7.2
30 YEARS TO LIFE,6.0
Time Out,5.5
Very Annie Mary,6.5
Bar Girls,4.0
Boxcar Bertha,6.0
Crimes of Passion,5.9
The Evil That Men Do,5.5
Fraternity Vacation,5.1
Impromptu,6.4
Salmonberries,5.7
The Wrong Guys,6.0
High Crimes,6.1
National Lampoon’s Van Wilder,5.9
Crush,5.4
Lucky Break,6.5
Les Destinées sentimentales,4.8
"After Dark, My Sweet",6.5
The Atomic Cafe,7.3
Body and Soul,6.3
First Men in the Moon,6.2
Rashomon,8.0
Slap Shot,7.1
Changing Lanes,5.9
Frailty,7.0
New Best Friend,5.0
The Sweetest Thing,5.3
The Cat's Meow,6.0
Human Nature,6.1
My Big Fat Greek Wedding,6.2
3:10 to Yuma,7.1
Bite the Bullet,6.0
Breakout,6.4
Joe Versus the Volcano,5.5
"Rome, Open City",7.9
Return of the Killer Tomatoes!,5.1
Return to Horror High,4.9
Taking Care of Business,6.0
Three Men and a Baby,5.8
Three Men and a Little Lady,5.2
Transylvania 6-5000,4.9
The Watcher in the Woods,6.4
Murder by Numbers,6.0
The Scorpion King,5.3
Behind the Sun,6.4
Chelsea Walls,4.0
Enigma,6.0
Girls Can't Swim,4.5
Joshua,7.8
Nine Queens,7.4
Spooky House,5.3
The Triumph of Love,5.0
World Traveler,5.0
Jason X,4.5
Life or Something Like It,5.7
Dogtown and Z-Boys,7.2
"Frank McKlusky, C.I.",3.3
In Praise of Love,6.7
Rain,5.8
Salton Sea,7.0
Some Body,8.0
Vulgar,5.3
The Aviator,5.7
Bob le Flambeur,7.5
Cadillac Man,5.3
The Coca-Cola Kid,5.8
Cuba,5.2
Delirious,5.5
Full Moon in Blue Water,6.0
Husbands and Wives,6.7
Joe,5.4
Lenny,7.2
Nomads,5.3
The Temp,5.5
Thief of Hearts,5.5
Triumph of the Spirit,7.3
Wild Orchid,4.6
Deuces Wild,5.5
Hollywood Ending,6.4
Spider-Man,6.8
The Mystic Masseur,4.0
Warm Water Under a Red Bridge,6.2
The Big Sleep,6.0
Butterflies Are Free,7.3
Cactus Flower,7.0
The Cassandra Crossing,6.3
The Giant Spider Invasion,3.9
Iron Will,6.2
Mountains of the Moon,6.5
Rambling Rose,6.4
The Survivors,5.7
White Fang,6.5
White Fang 2: Myth of the White Wolf,5.1
The New Guy,5.7
Unfaithful,6.3
The Lady and the Duke,6.0
Whore,5.6
My Beautiful Laundrette,6.6
Ballad of a Soldier,8.1
Big Bad Mama,6.4
Big Bad Mama II,5.7
Beyond the Darkness,6.3
Calamity Jane,6.8
The Cranes Are Flying,7.9
Devil Doll,4.0
The Harvey Girls,6.1
The Lady in Red,6.3
About a Boy,6.6
Star Wars: Episode II - Attack of the Clones,6.4
The Believer,6.8
The Importance of Being Earnest,6.8
The Charge of the Light Brigade,6.3
Every Which Way But Loose,6.2
The Hound of the Baskervilles,6.7
I Want to Live!,7.2
The Last Waltz,7.9
The Pride and the Passion,4.4
Enough,6.2
Insomnia,6.8
Spirit: Stallion of the Cimarron,7.4
CQ,6.0
Thirteen Conversations About One Thing,6.4
Bus Stop,5.9
Cowboy,6.2
Don't Bother to Knock,6.3
The Gambler,7.0
Let's Make Love,6.0
Monkey Business,6.8
Requiem for a Heavyweight,6.7
River of No Return,6.3
The Sum of All Fears,5.9
Undercover Brother,5.5
The Diaries of Vaslav Nijinsky,5.0
The Sleepy Time Gal,0.0
84 Charing Cross Road,6.8
Dakota,4.1
The Desert Rats,6.4
Season's Beatings,5.8
Nora,6.1
Rapid Fire,6.2
Silent Running,6.2
Summer Holiday,6.4
The Villain,5.7
Zombie Holocaust,5.6
Bad Company,5.4
Divine Secrets of the Ya-Ya Sisterhood,5.6
Cherish,6.6
Atanarjuat: The Fast Runner,6.3
The Bourne Identity,7.3
Scooby-Doo,5.4
Windtalkers,5.8
The Dangerous Lives of Altar Boys,6.4
The Emperor's New Clothes,6.9
Gangster No. 1,6.5
Harvard Man,4.8
Dark Blue World,6.7
Bad Company,6.3
Caveman,6.2
Cheech & Chong's The Corsican Brothers,5.0
5 Card Stud,6.0
For a Lost Soldier,5.3
Goin' South,5.5
Hero and the Terror,5.3
Silver Bullet,6.1
"Sorry, Wrong Number",6.8
Hombre,7.2
The Horse's Mouth,7.3
The Manhattan Project,6.1
Men at Work,5.5
S.O.B.,6.3
She Wore a Yellow Ribbon,7.1
Traces of Red,7.3
V.I. Warshawski,4.6
Juwanna Mann,4.2
Lilo & Stitch,7.1
Minority Report,7.1
Rabbit-Proof Fence,6.9
Sunshine State,6.0
Hey Arnold! The Movie,5.6
Mr. Deeds,5.6
Lovely & Amazing,6.3
Pumpkin,5.9
Look Who's Talking Now!,4.7
Lost in Yonkers,6.1
Mo' Money,5.6
The Object of Beauty,5.7
Wagons East!,4.8
Zebrahead,5.4
Like Mike,5.7
Men in Black II,6.1
The Powerpuff Girls Movie,5.6
Me Without You,7.1
The Crocodile Hunter: Collision Course,5.4
Reign of Fire,6.0
Road to Perdition,7.3
All About Lily Chou-Chou,6.6
My Wife Is an Actress,6.3
Never Again,4.0
20 Million Miles to Earth,6.1
Grand Theft Auto,6.1
The Importance of Being Earnest,7.4
Perfect,3.9
1776,7.1
Fox and His Friends,7.6
The Legend of Boggy Creek,5.6
Z,8.0
Halloween: Resurrection,4.5
Sex and Lucia,6.6
Eight Legged Freaks,5.4
K-19: The Widowmaker,6.1
Stuart Little 2,5.4
Austin Powers in Goldmember,5.9
The Country Bears,4.3
The Kid Stays in the Picture,7.3
Happy Times,6.4
Tadpole,5.5
Who Is Cletis Tout?,5.5
Harry and Walter Go To New York,6.6
The Merchant of Four Seasons,7.2
Nosferatu the Vampyre,7.5
The Big Bus,6.1
The Eddy Duchin Story,6.1
Fathom,7.1
In Like Flint,6.1
La Terra Trema,7.8
Modesty Blaise,5.3
Ossessione,7.0
Our Man Flint,6.3
Red Beard,8.1
Robin and Marian,6.6
Top Secret!,7.0
The Master of Disguise,3.7
Signs,6.4
The Last Kiss,6.5
Spy Kids 2: The Island of Lost Dreams,5.3
The Good Girl,6.1
Blood Work,6.1
xXx,5.8
24 Hour Party People,6.8
Biggie and Tupac,6.3
The Château,4.5
Trois 2: Pandora's Box,2.5
Secret Ballot,5.7
Martin Lawrence Live: Runteldat,5.0
Lan Yu,6.6
Songs from the Second Floor,7.0
Read My Lips,7.0
Merci pour le Chocolat,5.5
Beau Pere,7.0
Change of Habit,6.2
A Matter of Taste,5.8
The Principal,6.1
Rollerball,6.0
The Adventures of Pluto Nash,4.4
Blue Crush,5.6
Mostly Martha,6.6
The Isle,6.9
Possession,6.5
One Hour Photo,6.6
Serving Sara,5.0
S1m0ne,5.5
Undisputed,6.1
Amy's Orgasm,5.4
Children on Their Birthdays,7.0
Hush!,7.0
How I Killed My Father,6.3
Satin Rouge,5.0
The Care Bears Movie,5.4
Care Bears Movie II: A New Generation,5.5
Clash of the Titans,6.8
Hot Shots!,6.4
Nightmare City,5.4
The Swarm,5.4
Time After Time,6.8
The Unearthly,3.7
976-EVIL,4.9
Camilla,4.9
Down and Out in Beverly Hills,5.9
Flaming Star,6.1
Love Me Tender,5.5
The Return of the Vampire,6.0
The Revenge of Frankenstein,6.8
Stakeout,6.3
Wild in the Country,6.8
Wolfen,6.0
FearDotCom,3.2
Slap Her... She's French,5.5
Love and a Bullet,3.0
Mad Love,5.2
À Nous la Liberté,7.4
True Colors,6.5
Snipes,7.5
City By The Sea,5.7
Swimfan,5.0
Heartbreak Hospital,0.0
The Incubus,5.5
Johnny Dangerously,6.3
The Last House on the Left,6.0
Thesis,7.2
The Pinochet Case,8.0
Barbershop,6.2
Stealing Harvard,4.4
The Transporter,6.6
Betty Fisher and Other Stories,7.0
The Children of the Century,6.6
Igby Goes Down,6.5
Quitting,7.2
Aspen Extreme,5.3
Betsy's Wedding,5.0
Captain Ron,5.6
The Devil Bat,5.7
Ernest Goes to Jail,5.1
Ernest Scared Stupid,5.9
The Gypsy Moths,5.9
The Hills Have Eyes Part II,4.3
The Hills Have Eyes,6.1
Indian Summer,6.8
The Mack,7.2
Monkey Trouble,5.8
Monster in the Closet,4.8
No Way to Treat a Lady,6.3
Shock Waves,5.3
Spaced Invaders,4.8
Suburban Commando,4.6
Surf Ninjas,4.4
Tabu,7.4
The Wanderers,7.2
The Yearling,6.9
The Ladykillers,7.3
The Lavender Hill Mob,7.3
The Man in the White Suit,6.9
Ratcatcher,7.5
Society,6.6
Son of the Bride,7.3
The Experiment,7.5
Ballistic: Ecks vs. Sever,4.3
The Banger Sisters,5.5
The Four Feathers,6.5
Trapped,5.8
8 Women,6.9
His Secret Life,7.0
Invincible,6.5
The Mesmerist,0.0
Secretary,6.8
Spirited Away,8.3
The Trials of Henry Kissinger,6.3
Sweet Home Alabama,6.1
The Tuxedo,5.3
Charly,7.6
Crazy As Hell,5.0
Just a Kiss,0.0
Moonlight Mile,6.4
Shanghai Ghetto,0.0
Skins,6.0
Wasabi,6.2
Jonah: A VeggieTales Movie,6.4
Red Dragon,6.7
Between Strangers,7.0
Bloody Sunday,7.2
Heaven,6.8
Pipe Dream,6.5
The Man from Elysian Fields,5.9
Welcome to Collinwood,6.2
Flirting,6.4
Mothra vs. Godzilla,6.4
Godzilla's Revenge,4.4
"Godzilla, King of the Monsters!",6.8
The Moderns,5.6
The Onion Field,6.2
Powaqqatsi,7.4
The Pride of the Yankees,7.1
Texasville,5.2
Valmont,6.7
Ernest Goes to Africa,3.5
Ernest In The Army,3.3
Horror of Dracula,7.2
Strange Brew,6.2
The Incredible Mr. Limpet,6.4
Claire of the Moon,5.2
Django,7.1
Django Strikes Again,4.6
The Fan,7.3
Festival in Cannes,0.0
Flashback,6.6
Hanky Panky,6.0
The Rocking Horse Winner,5.9
Seance on a Wet Afternoon,7.0
Shamus,7.6
The Wrong Guy,7.6
Below,6.0
Brown Sugar,7.0
Knockaround Guys,5.9
The Rules of Attraction,6.3
Tuck Everlasting,6.4
White Oleander,7.2
Bowling for Columbine,7.3
Comedian,6.8
On Guard,6.5
Pokémon 4Ever: Celebi - Voice of the Forest,5.7
Punch-Drunk Love,6.9
Safe Conduct,5.4
Swept Away,4.8
The Young Unknowns,0.0
Abandon,4.6
The 51st State,5.9
The Ring,6.5
Auto Focus,6.1
Fidel: The Untold Story,7.1
The Grey Zone,6.3
Hansel & Gretel,5.9
Naqoyqatsi,6.1
Real Women Have Curves,5.9
Russian Ark,7.2
Take Care of My Cat,7.2
Tully,6.4
Billy Bathgate,5.7
Grave of the Fireflies,8.2
Jason Goes to Hell: The Final Friday,4.2
The Mechanic,6.8
Saturday Night Fever,6.5
Staying Alive,4.7
To the Devil a Daughter,6.0
Urban Cowboy,5.7
Terror Train,5.8
Times Square,7.4
Tom Horn,6.9
The Pumaman,2.9
Up the Academy,6.1
When Time Ran Out...,7.0
Wholly Moses,4.9
Without Warning,5.4
Xanadu,5.2
...All the Marbles,7.3
Absence of Malice,6.8
All Night Long,7.3
The Amateur,5.0
Banana Joe,6.4
Blow Out,7.3
The Boogens,5.7
Buddy Buddy,6.2
The Burning,6.2
Butterfly,5.0
Cannibal Ferox,5.3
Carbon Copy,5.8
Charlie Chan and the Curse of the Dragon Queen,5.8
A Friend Is a Treasure,6.9
The Chosen,7.3
Knock on Wood,7.1
Continental Divide,5.5
The Creature Wasn't Nice,4.8
Man of Iron,6.1
Dead & Buried,6.1
Deadly Blessing,5.0
Death Hunt,6.1
Endless Love,5.0
Enter the Ninja,5.5
The Entity,6.3
Eye of the Needle,6.4
Eyewitness,5.9
Faces of Death II,3.3
Faces of Death,4.0
Faces of Death III,3.4
Faces of Death IV,3.9
Faces of Death: Fact or Fiction?,0.0
The Woman Next Door,7.0
First Monday in October,7.7
"Fort Apache, the Bronx",6.4
Four Friends,7.0
The Four Seasons,6.3
Galaxy of Terror,5.2
Gallipoli,7.1
The Inquisitor,7.2
Ghost Story,6.3
Going Ape!,4.0
Goodbye Pork Pie,8.5
Gregory's Girl,7.0
Who Pulled the Plug?,5.4
The Hand,5.7
Happy Birthday to Me,6.0
Heartbeeps,3.8
Inseminoid,3.6
"Ladies and Gentlemen, the Fabulous Stains",6.5
Lady Chatterley's Lover,5.4
The Legend of the Lone Ranger,3.7
Lili Marleen,5.6
Lola,7.2
Looker,5.7
"The Looney, Looney, Looney Bugs Bunny Movie",6.6
Madman,5.7
Teddy Bear,7.8
Modern Problems,5.5
Modern Romance,6.7
Ms .45,6.3
My Bloody Valentine,6.4
My Dinner with André,7.7
Neighbors,5.2
Night of the Zombies,0.0
The Night the Lights Went Out in Georgia,6.4
Only When I Laugh,7.0
Pennies from Heaven,6.3
Pieces,6.1
Piranha Part Two: The Spawning,3.9
Polyester,6.4
Private Lessons,6.3
The Professional,7.1
Derrida,7.5
Ghost Ship,5.3
Jackass: The Movie,6.1
Paid in Full,6.4
The Truth About Charlie,4.5
All or Nothing,7.0
All The Queen's Men,6.1
Food of Love,3.6
Frida,7.3
Roger Dodger,6.3
Time Changer,5.2
Beau Travail,7.2
The Big Knife,5.9
Casino Royale,5.3
The Company of Wolves,6.6
Escanaba in da Moonlight,4.4
Exodus,6.9
How to Murder Your Wife,6.3
"The Russians Are Coming, The Russians Are Coming",6.2
The World of Henry Orient,6.7
I Spy,5.2
The Santa Clause 2,5.5
Blackboards,6.2
Love in the Time of Money,5.3
The Weight of Water,5.6
Femme Fatale,6.2
8 Mile,6.8
Etoiles: Dancers of the Paris Opera Ballet,0.0
Far from Heaven,6.9
God Is Great and I'm Not,5.0
Half Past Dead,4.6
Harry Potter and the Chamber of Secrets,7.4
Ararat,5.7
The Crime of Padre Amaro,6.2
Interview with the Assassin,5.6
Standing in the Shadows of Motown,7.0
The Way Home,7.1
Mutant Action,6.0
Eyes of an Angel,5.0
Liberty Stands Still,5.6
The Life and Death of Colonel Blimp,7.9
Rio Grande,6.8
The Young Americans,5.8
Blackrock,6.6
Men with Brooms,4.6
Mysterious Island,6.2
Soul Assassin,4.3
Left Behind II: Tribulation Force,5.2
Dog Soldiers,6.7
Fingers,6.4
"Good Evening, Mr. Wallenberg",6.0
Houseboat,6.8
Legion of the Dead,4.5
Madame Bovary,6.6
My Father's Glory,7.7
My Mother's Castle,7.4
Return to the Blue Lagoon,5.2
Too Beautiful for You,5.7
Toy Soldiers,6.2
The Prowler,6.4
The Pursuit of D.B. Cooper,6.8
Raggedy Man,4.8
Ragtime,6.7
Rich and Famous,4.9
Ricomincio da tre,7.5
Roadgames,6.5
Rollover,5.7
Saturday the 14th,5.1
Scanners,6.5
Sharky's Machine,6.1
Shock Treatment,5.8
Do You Remember Dolly Bell?,7.3
So Fine,4.9
Cabbage Soup,6.3
Southern Comfort,7.0
Sphinx,5.7
Tales of Ordinary Madness,6.6
Student Bodies,5.6
Take This Job and Shove It,3.9
"Tarzan, the Ape Man",3.8
Tattoo,6.0
They All Laughed,5.5
Thief,7.3
This Is Elvis,6.9
True Confessions,5.6
Revolution #9,5.0
Die Another Day,5.8
The Emperor's Club,6.9
Friday After Next,6.0
Personal Velocity,5.0
The Quiet American,6.5
Smokers Only,5.0
Talk to Her,7.5
Eight Crazy Nights,5.3
Extreme Ops,5.0
Solaris,5.9
Treasure Planet,7.2
They,4.6
Chopper Chicks in Zombietown,4.3
What to Do in Case of Fire?,6.3
I Love You Too,5.0
Another You,4.9
Brother,6.9
A Cruel Romance,6.1
Elling,7.0
I Spit on Your Grave,5.8
The Island at the Top of the World,5.9
The Last Seduction,6.7
The Last Seduction II,6.0
Making Contact,6.3
New Waterford Girl,7.6
The Noah's Ark Principle,4.1
The Sword and the Sorcerer,5.6
Zulu,7.4
Analyze That,5.7
Empire,6.4
Adaptation.,7.3
Equilibrium,6.9
My Kingdom,4.0
It All Starts Today,7.1
Medea,6.1
Scarlet Diva,5.0
Visitor Q,6.7
Bolero: Dance of Life,7.4
Urgh! A Music War,7.1
Vabank,7.4
Varning för Jönssonligan,5.8
"Vernon, Florida",6.9
Escape to Victory,6.7
Whose Life Is It Anyway?,6.6
Zoot Suit,6.9
Alone in the Dark,5.5
Android,5.6
Ace of Aces,6.7
Attack Force Z,4.2
Attila flagello di Dio,5.7
Author! Author!,5.6
Barbarosa,6.4
The Beast Within,5.3
Best Friends,5.3
The Best Little Whorehouse in Texas,5.9
The Border,6.1
The Party 2,6.3
Brimstone & Treacle,6.8
Britannia Hospital,7.5
Burden of Dreams,7.7
Cannery Row,5.5
The Challenge,6.6
Class of 1984,6.2
"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",4.9
Danton,7.0
Deathtrap,6.7
The Man Who Saves The World,5.8
Eating Raoul,7.0
Drumline,6.2
The Hot Chick,5.5
Maid in Manhattan,5.6
Star Trek: Nemesis,6.1
About Schmidt,6.7
El Bola,7.1
Evelyn,6.5
The Guys,4.5
Intacto,6.7
The Jimmy Show,8.0
Morvern Callar,7.2
The Lord of the Rings: The Two Towers,8.0
Devils on the Doorstep,7.7
25th Hour,7.2
Antwone Fisher,6.7
Gangs of New York,7.1
Two Weeks Notice,5.9
The Wild Thornberrys Movie,5.8
Narc,6.8
Bad Influence,5.8
Blue Steel,5.4
Body of Evidence,4.5
The Children's Hour,7.5
Company Business,5.2
The Duellists,7.1
A Kiss Before Dying,7.1
Legend of the Lost,6.1
Miami Blues,5.7
My Girl 2,5.4
My Girl,7.0
My Neighbor Totoro,8.0
The Road to Hong Kong,6.0
Running Time,6.2
The Thief of Bagdad,7.5
War and Peace,6.8
Where Sleeping Dogs Lie,3.0
Where’s Poppa?,6.9
The Whistle Blower,6.1
Attack of the Crab Monsters,4.9
Black Christmas,6.8
The Day of the Triffids,6.1
Esther Kahn,5.0
Invaders from Mars,6.0
The Story of O,5.7
Asoka,5.8
Fat City,7.0
"Love, Honour and Obey",6.6
Quicksilver,5.5
Catch Me If You Can,7.7
Pinocchio,5.6
Chicago,6.9
The Hours,7.0
Max,6.2
Nicholas Nickleby,6.8
The Pianist,8.1
Sonny,5.0
Champagne For Caesar,6.8
Doppelganger,4.4
Heavy Metal 2000,5.2
House on the Edge of the Park,5.8
The King of Comedy,7.6
Love Liza,6.5
Confessions of a Dangerous Mind,6.6
