genero_principal,title,vote_average
Family,Summer of the Monkeys,5.7
Animation,The Man Without a Shadow,8.5
Comedy,Garage,6.5
Comedy,"Billy Blazes, Esq.",6.3
Drama,Home Movie,5.1
Drama,Sleep Dealer,6.0
Action,Before I Self Destruct,4.7
Animation,Printed Rainbow,5.8
Drama,The Blind Side,7.2
Comedy,Happiness,5.4
Documentary,A Tale of the Wind,7.6
Documentary,Zorns Lemma,7.0
Comedy,The Italian Straw Hat,6.0
Documentary,Hitler: A Film from Germany,7.6
Comedy,Torrente 2: Mission in Marbella,6.3
Horror,Asylum,3.6
Action,Crows Zero II,7.3
Comedy,True Heart Susie,7.0
Drama,Ana-ta-han,7.8
Romance,Limite,5.8
Animation,Mickey's Once Upon a Christmas,6.7
Comedy,Shrink,6.1
Comedy,Old Dogs,5.2
Action,Out of Reach,4.0
Science Fiction,Planet 51,5.6
Comedy,Me and Orson Welles,6.6
Documentary,Objectified,7.2
Documentary,Earthlings,7.6
Drama,Trucker,6.8
Drama,A Single Man,7.3
Action,Kill Switch,4.6
Action,Driven To Kill,4.9
History,Morphine,6.2
Fantasy,The Lovely Bones,6.6
Drama,Invictus,7.0
War,Carla's Song,6.8
Romance,The Princess and the Frog,6.7
Drama,Everybody's Fine,6.5
Western,Two Rode Together,6.1
Action,Armored,5.5
Horror,Transylmania,4.1
Mystery,Invaders from Mars,5.5
Horror,Link,5.9
Comedy,Doghouse,6.0
Drama,Munyurangabo,6.7
Action,The Art of Travel,6.5
Action,Cover-Up,4.3
Action,Pentathlon,5.8
Drama,People on Sunday,7.1
Drama,Days and Nights in the Forest,7.2
Drama,Sign of the Lion,7.1
Drama,My Friend Ivan Lapshin,7.0
Action,Judex,6.6
Drama,The Saga of Gosta Berling,7.0
Drama,Moonrise,4.8
Drama,Sandra,7.2
Drama,Taira Clan Saga,7.3
Action,Hidden Assassin,5.5
Action,The Peacekeeper,4.3
Action,Comradeship,6.8
Drama,Utamaro and His Five Women,6.0
Drama,Flaming Creatures,5.4
Drama,Yesterday Girl,7.3
Drama,The Childhood of Maxim Gorky,7.3
Drama,White Shadows in the South Seas,6.3
Drama,Blissfully Yours,6.3
Drama,Colossal Youth,7.3
Mystery,Not Reconciled,7.3
Drama,Devil in the Flesh,5.3
Drama,King of the Children,7.0
Documentary,Disco and Atomic War,5.3
Comedy,Did You Hear About the Morgans?,5.1
Action,Shaolin Kung-Fu Mystagogue,5.8
Family,Donkey X,4.8
Horror,The Art of Dying,5.0
Comedy,My Sister Eileen,6.5
Comedy,She Wouldn't Say Yes,4.9
Drama,Make the Yuletide Gay,6.1
Drama,Faith Like Potatoes,6.0
Drama,Cheeni Kum,6.4
Horror,Mum & Dad,6.3
Drama,Nasty Old People,6.0
Drama,Veronika Decides to Die,5.8
Fantasy,Alice,6.3
Drama,The Offence,7.0
Action,Avatar,7.2
Drama,Nine,5.1
Crime,Hard Luck,5.5
Drama,The Officers' Ward,6.9
Comedy,You Are So Beautiful,6.4
Comedy,It's Complicated,6.2
Action,Sherlock Holmes,7.0
Drama,Crazy Heart,6.8
Action,The Art of War II: Betrayal,4.9
Drama,The Last Station,6.7
Comedy,Too Shy to Try,5.8
Comedy,Alvin and the Chipmunks: The Squeakquel,5.3
Drama,Uncertainty,5.7
Drama,Guru,6.7
Drama,After Death,6.4
Comedy,Film Geek,5.9
Drama,In a Year with 13 Moons,7.0
Thriller,The Fallen Sparrow,3.7
Crime,Beyond a Reasonable Doubt,5.5
Drama,The Profit,4.5
Comedy,Looking for Eric,6.4
Comedy,American Pie Presents: The Book of Love,5.1
Drama,Trapeze,6.4
Western,There Was a Crooked Man...,6.9
Action,The Battle of the River Plate,6.1
Drama,Marriage Italian Style,7.8
Action,The Minion,4.8
Adventure,Sweepers,1.8
Comedy,Lady Windermere's Fan,8.5
Documentary,Not Your Typical Bigfoot Movie,6.3
Drama,The Good Life,6.9
Drama,Variety,6.8
Thriller,Out 1: Spectre,7.0
Documentary,Moana,6.6
Documentary,A Diary for Timothy,8.0
Comedy,Under the Bridges,7.8
Action,Bridge of Dragons,5.7
Action,Storm Catcher,4.5
Romance,By the Bluest of Seas,6.5
Drama,"H.M. Pulham, Esq.",0.0
Western,Clash of the Wolves,5.0
Comedy,Sorority Babes in the Slimeball Bowl-O-Rama,4.9
Thriller,Jill Rips,4.0
Thriller,Pronto,5.5
Action,Carriers,5.8
Drama,Aaja Nachle,6.0
Crime,The Friends of Eddie Coyle,7.6
Drama,Rocker,5.3
Drama,Mayerling,7.3
Drama,Toute une nuit,6.5
Comedy,Masquerade in Vienna,4.2
Documentary,Too Early/Too Late,9.0
Comedy,Piter FM,5.4
Horror,Pontypool,6.6
Action,Playmobil: The Secret of Pirate Island,0.0
Documentary,Big Pun: The Legacy,5.8
Action,Agent Red,4.2
Drama,The Last Patrol,3.8
Drama,The Girl in the Park,6.1
Action,Command Performance,4.9
Action,Direct Contact,4.4
Comedy,The Matriarch,5.3
Drama,Land of the Pharaohs,6.0
Thriller,Heart of Midnight,5.6
Drama,The Sun Also Rises,5.4
Drama,Youth in Revolt,5.9
Fantasy,Daybreakers,6.0
Drama,The Milk of Sorrow,6.6
War,The Age of Stupid,6.2
Action,Missionary Man,5.5
Action,Diamond Dogs,4.1
Drama,Hachi: A Dog's Tale,7.7
Romance,Twogether,0.0
Comedy,Enid Is Sleeping,3.5
Documentary,10 MPH,9.0
Comedy,"The Prophet, the Gold, and the Transylvanians",0.0
Romance,Leap Year,6.5
Action,The Book of Eli,6.6
Action,The Girl Who Kicked the Hornet's Nest,7.0
Comedy,Tickets,6.0
Crime,Hickey & Boggs,6.5
Drama,Mister Johnson,5.8
Drama,The Innocent,6.0
Crime,A Prophet,7.5
Drama,"Man, Woman and Beast",4.0
Comedy,A Guide for the Married Man,6.3
Horror,Dead Time,6.5
Drama,Staten Island,6.4
Action,Princess,6.2
Documentary,Collapse,7.7
Drama,Last Resort,5.5
Drama,The Yacoubian Building,6.8
Action,Metal Gear Solid: Philanthropy,6.4
Comedy,My One and Only,6.2
Drama,Birdsong,8.0
Comedy,The Maiden Heist,5.8
Action,Hidden Agenda,6.0
Action,Detention,5.6
Comedy,I Live My Life,1.3
Drama,The V.I.P.s,5.4
Drama,Flavor of Green Tea Over Rice,7.5
Documentary,Louie Bluie,9.0
Comedy,Ernest Goes to School,3.7
Action,Direct Action,4.1
Action,The Defender,4.9
Comedy,Mr. Warmth: The Don Rickles Project,6.1
Documentary,Shooting War,5.3
Action,Semper Fi,0.0
Horror,Puppet Master: The Legacy,2.1
Action,Blood: The Last Vampire,5.1
Drama,Liverpool,7.3
Comedy,Theodora Goes Wild,6.3
Action,MacGyver: Lost Treasure of Atlantis,5.6
Comedy,Pekka ja Pätkä Suezilla,6.0
Drama,Don't Touch the Axe,5.5
Crime,Horsemen,5.5
Drama,"Swades: We, the People",7.3
Comedy,Bart Got a Room,5.9
Drama,Jerichow,6.3
Drama,A Matter of Dignity,5.0
Comedy,The Spousals of God,8.8
Drama,The Last of England,6.1
Drama,Harmful Insect,7.0
Action,Project A II,6.6
Crime,"My Son, My Son, What Have Ye Done",6.0
Drama,Fire-Eater,3.0
Drama,Soul Kitchen,7.0
Romance,Quiet Chaos,6.5
Comedy,Heat,6.3
Drama,"The Devil, Probably",7.0
Drama,Altiplano,4.7
Comedy,One Way Passage,6.7
Action,"The Actress, the Dollars and the Transylvanians",0.0
Horror,The House on Sorority Row,6.0
Animation,Dragon Hunters,6.5
Drama,Rob-B-Hood,6.6
Comedy,Year of the Comet,6.9
Drama,The Concert,6.9
Documentary,Macheads,5.5
Documentary,Welcome To Macintosh,5.2
Family,The Butterfly,6.9
Drama,The Other Man,5.1
Action,Wrong Turn at Tahoe,6.3
Action,Ninja,5.4
Drama,If You Love,7.5
Documentary,The Queen and I,5.0
Drama,The Long Day Closes,7.2
Comedy,The Baker's Wife,7.9
Action,Fighter,4.7
Comedy,The Story of a Cheat,7.6
Drama,Subarnarekha,7.7
Romance,Kid Galahad,7.0
Fantasy,Asterix at the Olympic Games,5.0
Crime,The Chaser,7.7
Documentary,Flock of Dodos: The Evolution-Intelligent Design Circus,5.6
Comedy,My Sex Life... or How I Got Into an Argument,5.8
Drama,Hannah Takes the Stairs,5.6
Drama,Meantime,6.8
Comedy,Abigail's Party,7.4
Drama,Violence at Noon,5.3
Horror,Mega Shark vs Giant Octopus,3.7
Drama,Mall Girls,5.4
Crime,Landscape No. 2,5.0
Comedy,Dr. Otto and the Riddle of the Gloom Beam,6.0
Animation,"Rudolph, the Red-Nosed Reindeer",6.9
Comedy,A Dennis the Menace Christmas,4.8
Drama,Nowhere Boy,7.2
Documentary,Note by Note: The Making of Steinway L1037,7.3
Documentary,Garbage Warrior,8.0
Horror,The Thaw,5.1
Documentary,The Living Room of the Nation,4.8
Drama,Blood and Bone,6.6
Action,Undisputed II: Last Man Standing,6.8
TV Movie,Motocrossed,4.4
Drama,3 Idiots,7.8
Drama,Troubled Water,7.2
Drama,Hum Tum,6.1
Comedy,Genevieve,6.3
Action,Sometimes a Great Notion,7.0
Comedy,Out of It,6.6
Comedy,Running Mates,5.5
Horror,Legion,5.2
Action,Air Force,6.3
Drama,Coquette,5.4
Adventure,Unconquered,5.1
Drama,Man Hunt,6.8
Comedy,The Maid,6.8
Crime,"The Oil, the Baby and the Transylvanians",0.0
Thriller,Defenseless,5.7
Romance,Pyrates,0.0
Comedy,Silent Wedding,7.0
Comedy,A Fine Mess,3.4
Documentary,Thomas Pynchon: A Journey Into the Mind of P.,0.0
Comedy,Rahtree: Flower of the Night,5.7
Drama,Beautiful,4.6
Comedy,Stan Helsing,4.1
Comedy,Peter Pan,7.3
Animation,Wicked City,7.1
Drama,Cabiria,6.8
Action,Virginia City,5.4
Action,Female Yakuza Tale,6.6
Comedy,Together Again,6.5
Comedy,If You Could Only Cook,6.8
Action,Arn: The Kingdom at Road's End,6.1
Drama,Japan's Longest Day,6.8
Animation,Dante's Hell Animated,8.0
Horror,Shriek of the Mutilated,5.3
Comedy,Four Eyed Monsters,6.0
Drama,Extraordinary Measures,6.0
Comedy,Havukka-Ahon Ajattelija,6.3
Comedy,Too Many Husbands,7.2
Action,The Red Baron,6.4
Drama,The Holy Innocents,7.6
Crime,Crime and Punishment,5.9
Documentary,More Than a Game,7.2
Comedy,Falling Up,5.2
Comedy,Zach Galifianakis: Live at the Purple Onion,7.3
Fantasy,When in Rome,5.7
Crime,Edge of Darkness,6.2
Drama,Ethan Mao,3.7
Crime,Charlie Chan in Shanghai,7.0
Crime,The Hands of Orlac,6.9
Action,Mad Detective,7.0
Drama,The Quince Tree Sun,6.2
Horror,Triangle,6.9
Drama,The Perfect Circle,6.9
Thriller,Rampage,6.5
Action,The Ambulance,6.0
Action,Cimarron,5.2
Drama,Dangerous,6.8
Drama,I Never Sang for My Father,6.4
Animation,Space Pirate Captain Harlock: Arcadia of My Youth,6.7
Comedy,I Love You Phillip Morris,6.4
Drama,Anne of Green Gables: The Sequel,8.0
Drama,The Donner Party,5.0
Drama,Electric Shadows,6.4
Comedy,Mistress,5.7
Action,Extreme Justice,6.3
Drama,The Sun,6.6
Comedy,Vivacious Lady,6.0
Documentary,Escape from Suburbia: Beyond the American Dream,6.0
Drama,Temple Grandin,7.7
Drama,The First Day of the Rest of Your Life,7.5
Comedy,Me and Him,0.0
Drama,Désirée,7.2
Comedy,Thank God It's Friday,4.6
Comedy,"Captain Newman, M.D.",5.3
Action,Serious Moonlight,5.2
Mystery,The House of the Devil,6.0
Crime,Black Legion,6.4
Thriller,The Hero: Love Story of a Spy,5.0
Drama,Lucky: No Time for Love,4.5
Drama,Fish Tank,6.9
Drama,Love Stories,6.9
Comedy,Absurdistan,6.4
Drama,Takva: A Man's Fear of God,7.7
War,The Wounds,7.2
TV Movie,Body Bags,5.7
Comedy,Legend of the Red Dragon,6.3
Crime,The Hound of the Baskervilles,6.4
Crime,The Royal Scandal,5.3
Comedy,Valentine's Day,5.7
Drama,The Wolfman,5.5
Horror,Babysitter Wanted,5.3
Drama,Shutter Island,7.8
Mystery,The Sign of Four,6.0
Thriller,The Case of the Whitechapel Vampire,3.8
Drama,The Headless Woman,5.8
Comedy,The Other End of the Line,6.1
Drama,Bitch Slap,4.5
Animation,$9.99,6.0
Drama,Ondine,6.5
War,1066: The Battle for Middle Earth,0.0
Crime,The Steam Experiment,3.7
Drama,Letters to Father Jacob,6.8
Romance,The Bakery Girl of Monceau,6.4
Drama,Persuasion,7.1
Drama,The Girl Who Played with Fire,6.9
Documentary,Steal This Film,5.0
Adventure,Percy Jackson & the Olympians: The Lightning Thief,6.0
Action,Cop Out,5.3
Drama,Mademoiselle,7.3
Comedy,Trailer Park Boys: Countdown to Liquor Day,7.0
Thriller,The Ghost Writer,6.7
Drama,Darling Lili,4.9
Animation,The Secret of Kells,7.3
Comedy,The Vicious Kind,6.4
Comedy,The Secret of Santa Vittoria,6.1
Action,The Spy Next Door,5.5
Comedy,I Hope They Serve Beer in Hell,5.7
Crime,Caged,6.7
Drama,The House on 92nd Street,5.2
Drama,Blood Done Sign My Name,6.0
Thriller,Thérèse Raquin,6.3
Action,Mysterious Island,4.9
Drama,Dare,5.6
Adventure,Agora,6.9
Adventure,Tom Thumb,6.2
Action,Singh Is Kinng,5.3
Comedy,Motherhood,4.8
Comedy,Shades of Ray,6.5
Drama,Shinjuku Incident,6.7
Action,High Life,6.1
Action,District 13: Ultimatum,6.0
Action,Rockaway,5.8
Action,Fast Lane,4.2
Documentary,The Yes Men Fix the World,7.0
Comedy,Pekka ja Pätkä puistotäteinä,4.0
Comedy,Mike Bassett: England Manager,7.2
Mystery,The Crazies,6.2
Drama,Dear John,6.6
Documentary,Last Train Home,6.8
Comedy,Tooth Fairy,5.2
Documentary,Of Time and the City,7.4
War,"La Commune (Paris, 1871)",6.1
Comedy,Gentlemen of Fortune,7.4
Action,Eden Log,4.8
Drama,Trap,5.0
Horror,Isolation,5.6
Mystery,Fermat's Room,6.6
Romance,Under the Bombs,7.0
Thriller,[REC]²,6.5
Horror,Cabin Fever 2: Spring Fever,4.4
Drama,The Room,4.3
Drama,The Scarlet Dove,7.0
Drama,Asphalt Lambs,7.0
Drama,My Name Is Khan,7.7
Family,Alice in Wonderland,6.4
Adventure,A Town Called Panic,7.4
War,Green Zone,6.4
Adventure,The Call of the Wild,6.0
Drama,44 Inch Chest,6.0
War,The Fall of the Roman Empire,6.0
Crime,Ajami,6.8
Action,From Paris with Love,6.2
Action,Strategic Air Command,6.1
Comedy,The Boy Friend,6.7
Comedy,Road Trip: Beer Pong,5.3
Action,Zone of the Dead,4.7
Fantasy,Dorian Gray,5.8
Comedy,That Sinking Feeling,6.9
Action,Taras Bulba,6.5
Comedy,Greenberg,6.0
Action,Two-Minute Warning,6.3
Crime,Brooklyn's Finest,6.2
Comedy,She's Out of My League,5.9
Thriller,Harry Brown,6.7
Foreign,The Dead Outside,3.5
Adventure,The Mysteries of Pittsburgh,3.6
Drama,Never Forever,5.1
Drama,Remember Me,6.9
Drama,Failan,7.0
Comedy,Teenage Caveman,3.4
Mystery,The Night Stalker,7.1
Horror,Skeleton Crew,4.1
Drama,The Cool World,4.3
Action,Posse,5.3
Crime,Joy Ride 2: Dead Ahead,5.2
Drama,Vinyan,4.6
Action,The Burrowers,5.4
Crime,The Last Deadly Mission,6.1
Thriller,Frozen,5.9
Action,Torrid Zone,8.0
Horror,ZMD: Zombies of Mass Destruction,4.7
Documentary,The Carter,6.9
Action,Lupin the Third: Sweet Lost Night,5.7
Horror,Blade of the Ripper,7.7
TV Movie,Generation X,4.0
Drama,The Devil's Eye,6.4
Horror,Survival of the Dead,4.7
Drama,The Way You Wanted Me,7.0
Drama,"Skin, Skin",4.5
Crime,Nine Dead,5.1
Comedy,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,6.6
Crime,Invisible Stripes,6.5
Drama,Little Ashes,6.1
Comedy,Our Family Wedding,5.7
Action,The Bounty Hunter,5.6
Action,Dead Man Running,6.2
Comedy,Leaves of Grass,5.9
Comedy,Women in Trouble,5.2
Documentary,Afghan Star,6.6
Crime,I Was a Communist for the FBI,4.5
Drama,Combat Shock,6.4
Horror,The Card Player,4.7
Comedy,The Hollywood Revue of 1929,4.6
Horror,Haunted Echoes,4.3
Drama,Possession,5.2
Thriller,Deadly Prey,5.5
Music,The Seventh Veil,5.2
Documentary,Mondo Cane,6.6
History,The Egyptian,6.0
Comedy,The Egg and I,7.1
Crime,Brass Monkey,5.5
Crime,The Frightened City,6.5
Comedy,"Who Are You, Polly Maggoo?",7.8
Adventure,North Face,7.4
Action,Repo Men,6.2
Drama,The Apprenticeship of Duddy Kravitz,6.6
Drama,The Brothers Karamazov,6.8
Adventure,The Buccaneer,5.8
Drama,Restless Blood,5.0
Horror,Case 39,6.1
Drama,After Last Season,2.0
Documentary,Guest of Cindy Sherman,5.0
Action,Delhi-6,5.6
Documentary,Oceans,7.3
Romance,New York,6.3
Comedy,The Slammin' Salmon,6.3
Thriller,Your Vice is a Locked Room and Only I Have the Key,6.5
Drama,Cookers,6.0
Science Fiction,Hot Tub Time Machine,5.9
Drama,Chloe,5.9
Thriller,Blackwoods,2.1
Drama,Trash,4.8
Drama,Zift,5.2
Drama,Flesh and the Devil,7.9
Crime,Mother,7.6
Fantasy,How to Train Your Dragon,7.5
Animation,Tom and Jerry: The Movie,5.6
Drama,About Elly,7.3
Drama,King and the Clown,6.9
Comedy,Extreme Movie,3.8
Horror,Dark Mirror,4.5
Animation,"You're a Good Man, Charlie Brown",5.9
Adventure,Universal Soldier: Regeneration,5.2
Music,Bunty Aur Babli,6.4
Thriller,The Pearl of Death,6.9
Action,Lumière and Company,6.9
Crime,The Bone Man,7.4
Crime,Scar,5.2
Comedy,I Hate Valentine's Day,5.0
Documentary,Žižek!,6.3
Action,Lupin the Third: Episode 0: First Contact,5.9
Drama,Yuki & Nina,5.5
Drama,Air Doll,6.6
Drama,Main Street,7.9
Comedy,"Come, Sweet Death",7.4
Comedy,India,8.4
Action,Micmacs,6.8
Adventure,Clash of the Titans,5.6
Comedy,Rockabilly Vampire,4.0
Comedy,Miss Météo,6.0
Drama,White Mane,6.4
Horror,Growth,5.1
Thriller,The Cremator,8.0
Drama,Defendor,6.5
Adventure,Bass Ackwards,4.9
Action,One 2 Ka 4,5.3
Action,Shakti: The Power,5.0
War,Glorious 39,5.3
Action,Kick-Ass,7.1
Crime,Varg Veum - Bitter Flowers,5.8
Crime,Varg Veum - Fallen Angels,6.9
Comedy,Chalte Chalte,6.2
Crime,Five Minutes of Heaven,6.6
Western,The Hanging Tree,5.8
Comedy,Cain and Mabel,8.0
Documentary,Swastika,5.2
Action,Karan Arjun,6.6
Comedy,Date Night,5.9
Horror,The Pit and the Pendulum,5.7
Animation,Kronk's New Groove,6.0
Horror,Mark of the Devil,5.8
Comedy,The Brink's Job,6.4
Drama,After.Life,5.4
Comedy,Camille,6.1
Drama,The Virgin Queen,7.8
Western,The Sheepman,6.0
Documentary,Sex Positive,0.0
TV Movie,Love's Abiding Joy,5.8
Action,Spiderman: The Ultimate Villain Showdown,5.2
Comedy,Terry Fator: Live from Las Vegas,3.0
Crime,Five Star Final,4.2
Drama,Downloading Nancy,5.2
Action,Oneechanbara The Movie,5.1
Comedy,Movie Crazy,4.7
Western,The Oklahoma Kid,5.7
Crime,Don McKay,5.4
Horror,Grim Reaper,2.0
Documentary,Steam of Life,6.9
Action,Mortadelo & Filemon: The Big Adventure,5.4
Romance,Angel,5.3
Documentary,American Drug War: The Last White Hope,5.8
Drama,The Final,5.6
Mystery,Peacock,5.9
Comedy,Tillie's Punctured Romance,6.6
Drama,The Runaways,6.3
Documentary,Steal This Film II,6.3
Drama,Carne,7.0
Drama,Pigsty,7.4
Documentary,Rembrandt's J'Accuse...!,8.5
Drama,The Way I Spent the End of the World,5.8
Horror,It! The Terror from Beyond Space,6.2
Horror,Deep in the Woods,3.3
Drama,Daisy,7.0
Comedy,Cape No. 7,6.5
Drama,The Men Who Tread on the Tiger's Tail,6.4
Drama,Trench Road,7.0
Comedy,Oh Happy Day,3.7
Horror,The Black Waters of Echo's Pond,5.1
Drama,The Most Beautiful,5.3
Horror,Razorback,5.6
Drama,The Education of Charlie Banks,6.0
Drama,Cooking With Stella,6.0
Documentary,Until the Light Takes Us,6.6
Crime,Angel of Death,5.1
Drama,A Farewell to Arms,6.2
Romance,Caesar and Cleopatra,6.6
Comedy,Reclaim Your Brain,6.9
Science Fiction,When Dinosaurs Ruled the Earth,5.1
Documentary,Waking Sleeping Beauty,7.4
Drama,Affinity,6.3
Drama,The Roman Spring of Mrs. Stone,7.4
Documentary,Wild China,7.1
Documentary,The Case for Christ,3.0
History,The Ascent of Money,6.1
Comedy,Hot Millions,5.9
Action,Desperate Journey,7.0
Comedy,Death at a Funeral,5.5
Adventure,Valhalla Rising,5.9
Action,Sahara,6.0
Comedy,Diary of a Wimpy Kid,5.9
Drama,Skin,6.8
Drama,Hum Tumhare Hain Sanam,4.8
Crime,Out of the Fog,5.7
Comedy,The Tender Trap,6.1
Comedy,The Caddy,5.7
Thriller,Hotel Reserve,6.3
Drama,Hell Is Sold Out,6.0
Comedy,The Union: The Business Behind Getting High,7.2
War,Decision Before Dawn,5.6
Drama,I Am Love,6.9
Mystery,Circle of Eight,3.6
TV Movie,Ballet Shoes,6.3
Drama,Disgrace,6.0
Documentary,For the Love of Movies: The Story of American Film Criticism,5.0
Comedy,Aria,6.2
Crime,The Silent Partner,6.9
Romance,Normal Adolescent Behavior,4.9
Drama,Hell,6.3
Action,LEGO: The Adventures of Clutch Powers,5.1
Comedy,American Virgin,4.6
Drama,Dogtooth,6.9
Drama,Genova,5.4
Drama,City of Life and Death,7.6
Horror,Scarecrows,5.4
Horror,The Beast,5.8
Drama,Don's Plum,6.3
Horror,Huset vid vägens ände,6.0
Action,The Dunwich Horror,2.6
Action,As Good As Dead,4.9
Drama,Glory to the Filmmaker!,6.2
Comedy,Achilles and the Tortoise,6.8
Science Fiction,The Moment After,4.5
Documentary,Bananas!*,5.6
Comedy,Texas Carnival,0.0
Action,The Losers,6.2
Comedy,Tenure,6.1
Animation,Panda! Go Panda!,6.4
Drama,The Last Song,7.0
Action,Chained Heat,4.6
Comedy,Cyrus,6.1
Horror,The Human Centipede (First Sequence),4.9
Drama,The Ten Commandments,7.0
Comedy,This Is the Army,8.3
Horror,Ben,4.4
Drama,Operator 13,3.5
Documentary,Exit Through the Gift Shop,7.6
Drama,Summer and Smoke,5.8
Drama,Bloody Territories,3.8
Action,Stray Cat Rock: Sex Hunter,6.4
Comedy,Julia Sweeney - Letting Go of God,8.4
Horror,King of the Zombies,5.3
Action,The Last Voyage,5.7
Drama,Night Must Fall,7.6
Drama,Night Train to Munich,7.1
Drama,Pinky,7.7
Drama,Tobruk,5.8
Drama,Stray Cat Rock: Delinquent Girl Boss,5.7
Adventure,Solomon Kane,5.6
Action,Blood and Sand,6.1
Adventure,Iron Man 2,6.6
Drama,Lebanon,6.1
Crime,Johnny Angel,5.1
Drama,The Dark Tower,7.0
Documentary,Reindeerspotting - Escape From Santaland,6.6
Family,Marmaduke,5.0
Action,MacGruber,5.1
Crime,Ca$h,6.0
Comedy,Lucky Luke and the Daltons,3.8
Horror,Three,5.9
Comedy,Three Men and a Cradle,6.4
Comedy,"When I Grow Up, I'll Be a Kangaroo",9.0
Action,The Sky Crawlers,6.7
Drama,The Bridesmaid,6.2
Romance,Games of Love and Chance,7.5
Romance,Voyager,6.2
Horror,Dead of Night,6.4
Thriller,The Man on the Roof,6.5
Thriller,Vengeance,6.1
Action,Crazy Stone,6.9
Thriller,Living Death,3.8
Comedy,Three Sailors and a Girl,7.0
Drama,The 3rd Voice,6.3
Comedy,Getting Any?,4.6
Comedy,Bitten,5.8
Documentary,Big River Man,7.8
Western,Aces and Eights,6.0
Science Fiction,Virtuality,4.9
Foreign,"Tora-san, Our Lovable Tramp",7.0
Drama,The Good Heart,6.0
Thriller,Cargo,5.9
Horror,A Nightmare on Elm Street,5.5
Comedy,Four Lions,7.1
Drama,Bobby Deerfield,6.0
Drama,Diary of a Nymphomaniac,5.5
Documentary,Lord Save Us,0.0
Drama,Gunless,6.7
Comedy,Furry Vengeance,4.6
Documentary,The Shock Doctrine,6.6
Comedy,"Fine, Totally Fine",7.0
Documentary,Armadillo,7.0
Comedy,Stage Door Canteen,6.3
Drama,You Don't Know Jack,6.9
Comedy,St Trinian's 2: The Legend of Fritton's Gold,5.4
Crime,The Disappearance of Alice Creed,6.4
Crime,12 Angry Men,7.5
Horror,Tales of Terror from Tokyo and All Over Japan: The Movie,5.5
Action,Robin Hood,6.2
Drama,Naked Childhood,6.4
Drama,Kohtaamisia,6.2
Drama,Little Fugitive,7.3
Thriller,Merantau,6.2
Action,Gold,5.5
Drama,I'll Cry Tomorrow,4.7
Comedy,The Red Chapel,6.6
Horror,American Gothic,5.8
Drama,An Inn in Tokyo,6.0
Drama,The Chalk Garden,5.5
Comedy,Hollywood Canteen,6.5
Comedy,Stingray Sam,5.8
Horror,In a Dark Place,3.4
Documentary,Art & Copy,7.0
Comedy,Harishchandrachi Factory,6.3
Drama,Bonhoeffer: Agent of Grace,7.5
Action,Love the Beast,6.5
Documentary,Must Read After My Death,7.3
Drama,Johnny Mad Dog,6.8
Thriller,Sparrow,6.4
Western,Rancho Notorious,6.2
Drama,Father and Son,5.0
Comedy,Scavenger Hunt,5.9
Foreign,Deficit,5.8
Crime,A Dirty Carnival,6.7
Drama,The Phantom,5.9
Music,Donkey Skin,7.6
Romance,Me and Morrison,4.8
Drama,Kannathil Muthamittal,7.4
Drama,Times and Winds,7.8
Drama,Adam Resurrected,6.4
Action,Halo Legends,6.9
Drama,Ritual,7.5
Crime,Stoic,5.3
Horror,Dread,5.6
Drama,Cemetery Junction,6.6
Documentary,Hell's Highway: The True Story of Highway Safety Films,7.0
